timestamp,cell_col,cell_row,rssi_0,rssi_1,rssi_2,rssi_3
2026-05-14T15:33:21.635867,0,0,-29.0,-51.0,-38.0,-50.0
2026-05-14T15:33:22.591314,0,0,-29.0,-51.0,-38.0,-50.0
2026-05-14T15:33:23.549208,0,0,-29.0,-51.0,-38.0,-50.0
2026-05-14T15:33:24.577017,0,0,-25.0,-42.0,-47.0,-50.0
2026-05-14T15:33:25.580950,0,0,-25.0,-42.0,-47.0,-50.0
2026-05-14T15:33:26.545036,0,0,-25.0,-42.0,-47.0,-50.0
2026-05-14T15:33:27.541911,0,0,-25.0,-42.0,-47.0,-50.0
2026-05-14T15:33:28.523012,0,0,-25.0,-42.0,-47.0,-50.0
2026-05-14T15:33:29.523549,0,0,-36.0,-39.0,-50.0,-41.0
2026-05-14T15:33:30.541539,0,0,-36.0,-39.0,-50.0,-41.0
2026-05-14T15:33:31.542985,0,0,-36.0,-39.0,-50.0,-41.0
2026-05-14T15:33:32.741012,0,0,-36.0,-39.0,-50.0,-41.0
2026-05-14T15:33:33.557068,0,0,-36.0,-39.0,-50.0,-41.0
2026-05-14T15:33:34.551695,0,0,-24.0,-48.0,-42.0,-40.0
2026-05-14T15:33:35.547314,0,0,-24.0,-48.0,-42.0,-40.0
2026-05-14T15:33:36.608038,0,0,-24.0,-48.0,-42.0,-40.0
2026-05-14T15:33:37.552355,0,0,-24.0,-48.0,-42.0,-40.0
2026-05-14T15:33:38.537190,0,0,-24.0,-48.0,-42.0,-40.0
2026-05-14T15:33:39.539933,0,0,-20.0,-48.0,-46.0,-40.0
2026-05-14T15:33:40.598603,0,0,-20.0,-48.0,-46.0,-40.0
2026-05-14T15:33:41.577173,0,0,-20.0,-48.0,-46.0,-40.0
2026-05-14T15:33:42.525525,0,0,-20.0,-48.0,-46.0,-40.0
2026-05-14T15:33:43.542681,0,0,-20.0,-48.0,-46.0,-40.0
2026-05-14T15:33:44.537506,0,0,-19.0,-48.0,-39.0,-46.0
2026-05-14T15:33:45.523326,0,0,-19.0,-48.0,-39.0,-46.0
2026-05-14T15:33:46.548849,0,0,-19.0,-48.0,-39.0,-46.0
2026-05-14T15:33:47.586247,0,0,-19.0,-48.0,-39.0,-46.0
2026-05-14T15:33:48.656013,0,0,-19.0,-48.0,-39.0,-46.0
2026-05-14T15:33:49.529974,0,0,-24.0,-50.0,-47.0,-41.0
2026-05-14T15:33:50.805311,0,0,-24.0,-50.0,-47.0,-41.0
2026-05-14T15:33:51.543197,0,0,-24.0,-50.0,-47.0,-41.0
2026-05-14T15:33:52.541368,0,0,-24.0,-50.0,-47.0,-41.0
2026-05-14T15:33:53.522855,0,0,-24.0,-50.0,-47.0,-41.0
2026-05-14T15:33:54.539183,0,0,-34.0,-47.0,-53.0,-45.0
2026-05-14T15:33:55.541918,0,0,-34.0,-47.0,-53.0,-45.0
2026-05-14T15:33:56.570505,0,0,-34.0,-47.0,-53.0,-45.0
